Unnamed: 0,小区名字,总价,户型,建筑面积,单价,朝向,楼层,装修,区域,楼房结构,房源发布时间
827,鸿阁一号,102万,2室1厅2卫, 75.86平米 ,13446元/平米,东,中楼层,精装,高新区, 塔楼, 1年前
828,西城御景,83万,3室1厅1卫, 91.49平米 ,9073元/平米,南,低楼层,精装,郫都区, 板塔结合, 1年前
829,华天阳光,108万,2室1厅1卫, 89.57平米 ,12058元/平米,南,中楼层,精装,成华区, 塔楼, 6个月前
830,林庭叠院,207万,3室1厅1卫, 142.12平米 ,14566元/平米,西南,中楼层,毛坯,金牛区, 板楼, 1年前
831,上东一号二期,63万,1室1厅1卫, 51.35平米 ,12269元/平米,南,低楼层,简装,成华区, 板塔结合, 1年前
832,骑士郡,88万,2室2厅1卫, 71.08平米 ,12381元/平米,南,高楼层,简装,双流区, 塔楼, 1个月前
833,怡景城市花苑,89万,3室1厅2卫, 85.84平米 ,10369元/平米,东南,低楼层,其他,郫都区, 塔楼, 7个月前
834,中梁壹号院,210万,3室2厅1卫, 101.91平米 ,20607元/平米,南北,中楼层,精装,龙泉驿区, 板塔结合, 1年前
835,万科第五城四期,135万,3室2厅1卫, 92.51平米 ,14594元/平米,东,中楼层,简装,双流区, 板塔结合, 1年前
836,锦江城市花园一期,75万,2室1厅2卫, 48.67平米 ,15410元/平米,西南,中楼层,精装,锦江区, 板塔结合, 1年前
837,书香府邸二期英伦,125万,3室1厅1卫, 115.14平米 ,10857元/平米,东南,高楼层,简装,郫都区, 板楼, 1年前
838,保利香樟郡,76万,3室1厅1卫, 90.63平米 ,8386元/平米,西北,中楼层,精装,新都区, 板楼, 4个月前
839,幸福彼岸,115万,3室1厅1卫, 110.76平米 ,10338元/平米,西北,高楼层,精装,金牛区, 板塔结合, 1个月前
840,郫县百伦广场,68万,2室2厅2卫, 81.01平米 ,8395元/平米,西南,高楼层,精装,郫都区, 塔楼, 2个月前
841,南湖时光里,98万,2室2厅1卫, 77.87平米 ,12586元/平米,东北,中楼层,毛坯,双流区, 暂无数据, 7个月前
842,麦田国际社区,82万,3室2厅1卫, 83.82平米 ,9783元/平米,南,高楼层,简装,新都区, 板塔结合, 1个月前
843,花桥雅苑,35万,2室1厅1卫, 73.84平米 ,4740元/平米,南北,低楼层,毛坯,新津区, 板塔结合, 5个月前
844,三利麓山城本草荟,185万,3室2厅1卫, 109.35平米 ,16919元/平米,南,低楼层,精装,天府新区, 板塔结合, 1个月前
845,府河音乐花园,137万,3室2厅1卫, 125.38平米 ,10927元/平米,北南,高楼层,精装,天府新区, 板塔结合, 3个月前
846,招商雍华府一期,146万,2室2厅1卫, 87.44平米 ,16698元/平米,东南,中楼层,简装,成华区, 板塔结合, 1个月前
847,电建洺悦府,270万,3室2厅1卫, 127.87平米 ,21116元/平米,西南,中楼层,简装,金牛区, 塔楼, 1个月前
848,为民新居,132万,3室1厅1卫, 95.04平米 ,13889元/平米,东,高楼层,简装,金牛区, 塔楼, 2个月前
849,万鸿城市花园,49万,2室1厅1卫, 69.45平米 ,7027元/平米,东南,低楼层,简装,龙泉驿区, 板塔结合, 5个月前
850,洲际亚洲湾A区,149万,4室2厅1卫, 121.17平米 ,12297元/平米,南,中楼层,精装,温江区, 板塔结合, 1年前
851,兴元绿洲一期,131万,3室2厅1卫, 113.13平米 ,11580元/平米,西北,中楼层,精装,金牛区, 塔楼, 1年前
852,湖滨路123号,52万,3室2厅2卫, 119.5平米 ,4352元/平米,南,低楼层,简装,新都区, 暂无数据, 1年前
853,人居悦云庭,210万,4室1厅1卫, 160.78平米 ,13062元/平米,东南,中楼层,毛坯,新都区, 塔楼, 8个月前
854,优品道珑苑,108万,3室1厅2卫, 90平米 ,12000元/平米,东南,低楼层,其他,新都区, 板塔结合, 1年前
855,今阁公寓,42万,1室0厅2卫, 35.62平米 ,11792元/平米,西,低楼层,简装,金牛区, 板楼, 7个月前
856,芙华新大陆,70万,1室1厅1卫, 55.28平米 ,12627元/平米,东北,低楼层,精装,成华区, 塔楼, 2个月前
857,民兴苑,100万,2室1厅1卫, 80.26平米 ,12435元/平米,东南,中楼层,精装,成华区, 塔楼, 6个月前
858,东原亲亲里,94万,2室1厅1卫, 61.56平米 ,15270元/平米,西北,中楼层,其他,金牛区, 塔楼, 9个月前
859,一里阳光,75万,3室1厅1卫, 83.04平米 ,9032元/平米,西南,中楼层,其他,郫都区, 塔楼, 7个月前
860,世家东部时空,148万,3室2厅3卫, 92.3平米 ,16035元/平米,南,高楼层,精装,成华区, 塔楼, 1年前
861,华润置地理想之城,77万,3室2厅1卫, 113.63平米 ,6777元/平米,南,高楼层,其他,彭州市, 塔楼, 1个月前
862,乐视界广场,149万,4室2厅1卫, 124.98平米 ,11922元/平米,西北,高楼层,精装,郫都区, 板塔结合, 1年前
863,上东壹号丽景苑,138万,3室1厅2卫, 86.31平米 ,15989元/平米,南,中楼层,精装,成华区, 板塔结合, 5个月前
864,欣盛家园,125万,3室2厅1卫, 130.93平米 ,9548元/平米,西北,低楼层,精装,温江区, 板楼, 7个月前
865,锦东庭园,210万,3室2厅2卫, 91.66平米 ,22911元/平米,东南,中楼层,简装,锦江区, 板楼, 1个月前
866,凤凰1号•栖云湖,91万,4室2厅2卫, 138.73平米 ,6560元/平米,北,低楼层,毛坯,青白江区, 暂无数据, 8天前
867,西财学府尚郡,103万,4室1厅1卫, 126.7平米 ,8130元/平米,东南,低楼层,毛坯,温江区, 板楼, 7个月前
868,十二桥路16号附2号,68万,1室0厅3卫, 30.3平米 ,22443元/平米,西南,低楼层,简装,青羊区, 板楼, 15天前
869,恋日家园G区,112万,3室1厅1卫, 123.91平米 ,9039元/平米,东北,中楼层,简装,成华区, 板楼, 7个月前
870,雅居乐十里花巷,100万,3室2厅1卫, 99.81平米 ,10020元/平米,南,低楼层,简装,双流区, 板塔结合, 5个月前
871,镏金岁月,128万,1室1厅1卫, 53.11平米 ,24101元/平米,东,低楼层,精装,锦江区, 塔楼, 5个月前
872,西岸观邸,168万,3室1厅2卫, 92.87平米 ,18090元/平米,东南,高楼层,精装,金牛区, 板塔结合, 2个月前
873,香澜半岛,140万,2室1厅1卫, 84.87平米 ,16473元/平米,北,中楼层,精装,成华区, 板塔结合, 10个月前
874,雅砻阳光花园,95万,3室2厅1卫, 114.11平米 ,8326元/平米,东南,低楼层,毛坯,温江区, 塔楼, 10个月前
875,兴亿小区,86万,2室1厅2卫, 73.63平米 ,11681元/平米,南北,低楼层,简装,武侯区, 塔楼, 4个月前
876,燃灯寺北街29号,81万,3室2厅3卫, 68.92平米 ,11753元/平米,北,中楼层,精装,武侯区, 板楼, 1个月前
877,世茂城一期,95万,2室1厅1卫, 82.99平米 ,11448元/平米,南北,高楼层,精装,龙泉驿区, 板楼, 8个月前
878,雅居乐剑桥郡,132万,4室1厅2卫, 131.49平米 ,10039元/平米,西南,低楼层,精装,双流区, 板塔结合, 1个月前
879,中铁城鉴湖栖郡,93万,3室2厅1卫, 122.2平米 ,7611元/平米,东南,中楼层,毛坯,温江区, 板楼, 1年前
880,恒大御府,86万,3室1厅1卫, 121.01平米 ,7107元/平米,东南,高楼层,精装,新都区, 板楼, 1个月前
881,领都,109万,2室1厅2卫, 78.99平米 ,13774元/平米,东,中楼层,简装,成华区, 板塔结合, 2个月前
882,合能耀之城,108万,2室2厅1卫, 64.32平米 ,16792元/平米,南,中楼层,精装,成华区, 板塔结合, 1个月前
883,金山御景蓝湾,58万,3室1厅2卫, 104.57平米 ,5547元/平米,西南,高楼层,毛坯,龙泉驿区, 板楼, 8个月前
884,上霖东方,170万,3室2厅1卫, 119.38平米 ,14232元/平米,西北,高楼层,精装,成华区, 塔楼, 1年前
885,凤栖桐,139万,2室1厅1卫, 71.9平米 ,19333元/平米,南,高楼层,简装,青羊区, 塔楼, 8个月前
886,蓝光花满庭三期南区,108万,3室2厅1卫, 94.69平米 ,11406元/平米,西,高楼层,精装,新都区, 塔楼, 1年前
887,保利天空之城云琅,345万,4室1厅1卫, 156.81平米 ,22002元/平米,南,中楼层,精装,天府新区, 暂无数据, 1个月前
888,天立广场,63万,2室1厅1卫, 72.67平米 ,8670元/平米,东南,低楼层,精装,龙泉驿区, 板塔结合, 1个月前
889,融锦城,116万,2室1厅2卫, 65.38平米 ,17743元/平米,南,低楼层,精装,成华区, 塔楼, 3个月前
890,钢管厂五区,70万,2室1厅1卫, 57.49平米 ,12142元/平米,东南,中楼层,简装,双流区, 板楼, 1个月前
891,汇厦沙河锦庭二期,145万,2室1厅1卫, 67.23平米 ,21568元/平米,南,高楼层,精装,成华区, 板塔结合, 4个月前
892,通济巷27号,65万,3室2厅2卫, 72.95平米 ,8911元/平米,南,中楼层,毛坯,双流区, 暂无数据, 8个月前
893,锦江城市花园二期,130万,3室2厅1卫, 84.37平米 ,15409元/平米,东南,中楼层,精装,锦江区, 板塔结合, 8个月前
894,富力山水人家,88万,4室2厅1卫, 152.54平米 ,5769元/平米,东南,低楼层,简装,龙泉驿区, 板楼, 1年前
895,中铁塔米亚,83万,2室2厅1卫, 70.85平米 ,11715元/平米,西南,中楼层,精装,郫都区, 板塔结合, 6个月前
896,同善桥横街8号社区,80万,2室2厅2卫, 64.43平米 ,12417元/平米,南,中楼层,简装,青羊区, 板楼, 1个月前
897,金恒德时代金悦,119万,3室2厅1卫, 87.16平米 ,13654元/平米,南,低楼层,精装,温江区, 板塔结合, 4个月前
898,恒业星园,100万,2室2厅1卫, 78.77平米 ,12696元/平米,东,高楼层,简装,金牛区, 板塔结合, 1个月前
899,懋园国际商住城,168万,3室2厅1卫, 126.01平米 ,13333元/平米,南,高楼层,简装,金牛区, 板楼, 1年前
900,锦江城市花园3期,155万,3室1厅1卫, 84.88平米 ,18262元/平米,东南,高楼层,精装,锦江区, 板塔结合, 1个月前
901,交大万嘉樟菊园,89万,3室2厅1卫, 104.84平米 ,8490元/平米,西北,中楼层,简装,郫都区, 板塔结合, 1年前
902,心愿花园二期,49万,1室1厅2卫, 47.98平米 ,10213元/平米,南,中楼层,精装,青羊区, 塔楼, 3个月前
903,天赋龙庭,83万,3室1厅2卫, 92.87平米 ,8916元/平米,南,中楼层,精装,龙泉驿区, 板塔结合, 4个月前
904,翰林南城,118万,3室1厅1卫, 113.87平米 ,10363元/平米,南,中楼层,精装,双流区, 板塔结合, 1个月前
905,青华路20号,110万,3室1厅2卫, 76.2平米 ,14436元/平米,南北,中楼层,简装,青羊区, 板楼, 1个月前
906,保利天屿一期,285万,4室2厅1卫, 107.06平米 ,26621元/平米,东南,中楼层,毛坯,天府新区, 板楼, 1个月前
907,香槟城,105万,3室2厅2卫, 93.02平米 ,11288元/平米,北,中楼层,精装,龙泉驿区, 板塔结合, 3个月前
908,棕榈南岸,192万,3室2厅1卫, 139.39平米 ,13775元/平米,南,中楼层,简装,高新区, 板楼, 4个月前
909,机车馨苑,84万,2室1厅1卫, 72.18平米 ,11638元/平米,南,中楼层,简装,成华区, 板楼, 6个月前
910,阳光华苑,158万,3室2厅1卫, 108.07平米 ,14621元/平米,西,中楼层,毛坯,天府新区, 板楼, 2个月前
911,龙湖弗莱明戈一期,115万,3室2厅2卫, 91.73平米 ,12537元/平米,西南,高楼层,精装,郫都区, 塔楼, 4个月前
912,绿地国际花都三期,81万,3室2厅2卫, 83.1平米 ,9700元/平米,西南,高楼层,简装,郫都区, 塔楼, 5个月前
913,金沙愉景二期,175万,3室2厅2卫, 90.18平米 ,19406元/平米,东南,低楼层,精装,青羊区, 板塔结合, 5个月前
914,首钢蓉城里,150万,3室2厅1卫, 99.69平米 ,15027元/平米,西南,高楼层,毛坯,成华区, 板塔结合, 1年前
915,鑫苑鑫都汇,130万,3室2厅4卫, 73.85平米 ,17604元/平米,西北,中楼层,精装,天府新区, 板塔结合, 8个月前
916,麓山国际云曦台,175万,3室2厅1卫, 100.41平米 ,17429元/平米,南,高楼层,毛坯,天府新区, 板楼, 1年前
917,大城际,165万,3室2厅1卫, 118.37平米 ,13940元/平米,南北,高楼层,简装,高新区, 板塔结合, 3个月前
918,学府苑(新都),62万,2室1厅2卫, 87.36平米 ,7086元/平米,西,中楼层,精装,新都区, 板楼, 3个月前
919,戛纳湾金棕榈,140万,3室2厅4卫, 94.46平米 ,14822元/平米,西南,高楼层,毛坯,天府新区, 板塔结合, 4个月前
920,锦龙云府,132万,2室1厅1卫, 80平米 ,16500元/平米,东西,高楼层,精装,高新区, 塔楼, 8个月前
921,鑫苑名家二期,95万,2室1厅1卫, 64平米 ,14844元/平米,东南,中楼层,精装,锦江区, 板塔结合, 1年前
922,香年广场,86万,1室1厅1卫, 28.11平米 ,30595元/平米,东,低楼层,精装,高新区, 塔楼, 1年前
923,派克公馆,54万,1室1厅1卫, 58.17平米 ,9198元/平米,东南,低楼层,精装,郫都区, 塔楼, 1年前
924,麓山国际云曦台,175万,3室2厅1卫, 110.05平米 ,15902元/平米,南北,中楼层,精装,天府新区, 塔楼, 8个月前
925,万科第五城二期,119万,3室2厅2卫, 78.11平米 ,15235元/平米,西,中楼层,精装,双流区, 板塔结合, 4个月前
926,香槟城,59万,2室1厅1卫, 62.54平米 ,9434元/平米,东,低楼层,毛坯,龙泉驿区, 板塔结合, 5个月前
927,麓山国际悦庭,150万,3室2厅1卫, 83.12平米 ,18047元/平米,东南,中楼层,精装,天府新区, 塔楼, 5个月前
928,和信香榭澜郡,69万,2室1厅2卫, 73.31平米 ,9413元/平米,南,中楼层,毛坯,新都区, 板塔结合, 30天前
929,中德英伦联邦C区,220万,3室1厅1卫, 105.6平米 ,20834元/平米,东南,高楼层,精装,高新区, 板塔结合, 3个月前
930,国栋南园五星城,57万,1室1厅1卫, 49.29平米 ,11565元/平米,东南,高楼层,精装,双流区, 板楼, 1个月前
931,温哥华花园六期,106万,3室2厅2卫, 101.2平米 ,10475元/平米,南北,高楼层,毛坯,双流区, 塔楼, 6个月前
932,恒大御龙天峰,72万,3室1厅2卫, 94.27平米 ,7638元/平米,东南,低楼层,其他,龙泉驿区, 板塔结合, 2个月前
933,蓝光花满庭一期,175万,3室2厅1卫, 110.66平米 ,15815元/平米,南,低楼层,精装,金牛区, 板塔结合, 1个月前
934,华府世家,115万,2室1厅1卫, 65.25平米 ,17625元/平米,东,低楼层,其他,青羊区, 塔楼, 1个月前
935,三和花园,166万,3室2厅1卫, 134.97平米 ,12300元/平米,西南,中楼层,精装,金牛区, 板塔结合, 1个月前
936,中房学府海棠一期,103万,3室2厅2卫, 87.85平米 ,11725元/平米,东南,中楼层,精装,郫都区, 塔楼, 1年前
937,民福苑,57万,4室2厅1卫, 156.75平米 ,3624元/平米,南,高楼层,精装,崇州市, 暂无数据, 1个月前
938,华润龙湾御府,128万,3室1厅2卫, 112.06平米 ,11423元/平米,西南,高楼层,精装,金牛区, 板塔结合, 2个月前
939,金沙柏林郡,142万,3室2厅2卫, 86.25平米 ,16464元/平米,西南,中楼层,精装,青羊区, 板塔结合, 8个月前
940,万科城,115万,3室2厅1卫, 77.68平米 ,14805元/平米,东北,低楼层,精装,郫都区, 板塔结合, 3个月前
941,花香龙都,112万,3室2厅1卫, 123.03平米 ,9104元/平米,南,中楼层,精装,龙泉驿区, 塔楼, 1年前
942,南湖世纪,153万,3室1厅1卫, 90.95平米 ,16823元/平米,北,中楼层,精装,双流区, 塔楼, 4个月前
943,蓝光观岭国际社区翡翠湾,66万,4室1厅2卫, 118.72平米 ,5543元/平米,西南,低楼层,精装,金堂县, 板塔结合, 5个月前
944,神仙树缤纷,110万,2室1厅1卫, 62.25平米 ,17671元/平米,东南,中楼层,精装,新都区, 塔楼, 2个月前
945,俊发时光俊园,148万,2室1厅1卫, 69.8平米 ,21204元/平米,东,中楼层,精装,青羊区, 塔楼, 2个月前
946,鼓楼南街100号,90万,2室2厅1卫, 72.59平米 ,12399元/平米,西北,中楼层,简装,青羊区, 板楼, 1年前
947,西延锦绣,238万,3室2厅2卫, 152.38平米 ,15619元/平米,西南,中楼层,精装,金牛区, 板楼, 3个月前
948,清水路苑,145万,3室2厅1卫, 89.22平米 ,16252元/平米,北,高楼层,精装,青羊区, 板塔结合, 1个月前
949,雅居乐星徽城,78万,3室2厅2卫, 101.28平米 ,7702元/平米,西南,高楼层,精装,青白江区, 塔楼, 1年前
950,中央花园二期,91万,3室1厅1卫, 91.3平米 ,9968元/平米,南,中楼层,简装,武侯区, 板塔结合, 1个月前
951,沙河壹号一期,160万,3室1厅1卫, 88.93平米 ,17992元/平米,南,中楼层,精装,锦江区, 塔楼, 1年前
952,长虹和悦府,152万,3室1厅1卫, 75.1平米 ,20240元/平米,东,低楼层,精装,青羊区, 板塔结合, 1个月前
953,宗申赛纳维,29万,1室1厅1卫, 48.68平米 ,5958元/平米,东,中楼层,精装,双流区, 板塔结合, 5个月前
954,中德英伦世邦K区,226万,3室2厅1卫, 91.17平米 ,24789元/平米,西南,中楼层,精装,高新区, 板塔结合, 3个月前
955,兴城人居瑞云府,95万,3室1厅1卫, 118.98平米 ,7985元/平米,东南,高楼层,其他,青白江区, 板塔结合, 6个月前
956,泰合新光华府,80万,2室2厅1卫, 74.09平米 ,10798元/平米,东北,中楼层,其他,温江区, 板塔结合, 1个月前
957,海科名城,83万,3室1厅4卫, 90.64平米 ,9158元/平米,东北,中楼层,简装,温江区, 塔楼, 1年前
958,鸿阁一号,95万,1室1厅1卫, 59.11平米 ,16072元/平米,南,中楼层,精装,高新区, 塔楼, 1个月前
959,果壳里的城,115万,2室2厅2卫, 79.36平米 ,14491元/平米,南北,高楼层,精装,龙泉驿区, 塔楼, 2个月前
960,花样年花样城,55万,2室1厅1卫, 79.55平米 ,6914元/平米,南,中楼层,精装,温江区, 板塔结合, 1年前
961,新界五期,205万,3室2厅1卫, 89.13平米 ,23001元/平米,东北,中楼层,简装,武侯区, 塔楼, 6个月前
962,观城,280万,3室2厅1卫, 88.18平米 ,31754元/平米,东西,高楼层,精装,成华区, 板楼, 7个月前
963,温资金港华府,98万,2室2厅1卫, 89.1平米 ,10999元/平米,南,中楼层,精装,双流区, 塔楼, 8个月前
964,合能珍宝琥珀3期,108万,3室1厅1卫, 79.76平米 ,13541元/平米,西,中楼层,精装,温江区, 塔楼, 3个月前
965,宏达世纪锦城,216万,4室1厅1卫, 123.98平米 ,17423元/平米,西南,低楼层,精装,天府新区, 塔楼, 30天前
966,宏达世纪锦城,199万,4室2厅2卫, 123.33平米 ,16136元/平米,西南,高楼层,简装,天府新区, 板塔结合, 2个月前
967,合能耀之城,108万,2室2厅1卫, 64.32平米 ,16792元/平米,南,中楼层,精装,成华区, 板塔结合, 1个月前
968,合兴路144号,49万,3室1厅1卫, 86平米 ,5698元/平米,东南,中楼层,其他,郫都区, 板塔结合, 1个月前
